Readable_Date,CIECH_Change,GINOROSSI_Change,JUTRZENKA_Change,KRUK_Change,TAURONPE_Change,WILBO_Change,WIG_Change
01/03/2012,-0.013801035,0.0,0.0375,0.005083179,0.01682243,0.03030303,0.003848497
01/04/2012,-0.008746356,-0.050955414,0.012048193,-0.004597701,0.007352941,0.0,-0.007295966
01/05/2012,-0.011764706,0.0,-0.027777778,-0.004618938,-0.005474453,0.029411765,-0.011620327
01/09/2012,-0.028571429,0.006711409,-0.012244898,0.009280742,-0.009174312,0.0,-0.01054866
01/10/2012,0.075367647,0.0,-0.008264463,-0.016091954,0.0,-0.057142857,0.006789409
